appid,name,developer,genres_steam,price,country
383720,Swords & Crossbones: An Epic Pirate Story,Epic Devs LLC,"Aventura, Rol, Simuladores, Estrategia",4.99,Estados Unidos
1118200,People Playground,mestiez,"Acción, Casual, Indie, Simuladores",8.19,Francia
359060,Switch Galaxy Ultra,Atomicom Limited,"Acción, Indie, Carreras",9.99,Reino Unido
900270,Reventure,Pixelatto,"Aventura, Indie",4.99,España
311400,OCEAN CITY RACING,OCR Dev Team,"Acción, Casual, Indie, Carreras, Simuladores",1.59,España
496890,Replica,Somi,"Aventura, Indie",2.99,España
593410,Elven Legend,Growing Grass Studio,"Casual, Indie, Estrategia",1.75,España
744420,Adventures Of Pipi,"Nikita ""Ghost_RUS""","Aventura, Casual, Indie",0.49,Rusia
220660,StarDrive,Zero Sum Games,"Indie, Estrategia",27.99,España
776410,Sorcerer's Path,Gwendolyn Brown,"Acción, Aventura",1.59,Estados Unidos
1486630,Intravenous,Explosive Squat Games,"Acción, Indie",3.99,España
728950,Barrels Up,Eden Agency,"Contenido sexual, Desnudos, Violencia, Sangrientos, Acción, Casual",1.59,España
515040,Make America Great Again: The Trump Presidency,Maverick Game Studio,"Acción, Casual, Indie, Simuladores, Estrategia",2.99,España
322970,Subject 13,Paul Cuisset,"Aventura, Indie",9.99,Francia
46720,Dimensity,Dagger Games,Rol,8.79,España
501120,Clock Simulator,Kool2Play,"Indie, Simuladores",3.99,España
671260,GOKEN,GIANTY Inc.,"Acción, Rol",14.99,Estados Unidos
307560,Run For Rum,Reload Game Studio,Estrategia,3.99,México
494470,My Butler,Dogenzaka Lab,Aventura,9.99,Japón
952240,Dieselpunk Wars,Image Power S.A.,"Acción, Indie, Simuladores",14.79,España
9010,Return to Castle Wolfenstein,Gray Matter Studios,Acción,4.99,Reino Unido
544410,Potioneer: The VR Gardening Simulator,Focus on Fun Games,"Aventura, Casual, Indie, Simuladores, Acceso anticipado",8.19,Reino Unido
727640,ШП - ShP,Xitilon,"Indie, Simuladores",1.59,España
685680,Sakura Gamer,Winged Cloud,Simuladores,9.99,Singapur
514770,Grave Mania: Pandemic Pandemonium,Anino Games,Casual,9.75,España
410110,12 is Better Than 6,Ink Stains Games,"Acción, Indie",0.69,España
305880,Leona's Tricky Adventures,KTX Software,"Aventura, Indie",9.99,Corea
531920,Carton,Calepin Studio,"Acción, Aventura, Indie, Rol, Estrategia",1.49,México
740550,Record of Agarest War Mariage,Idea Factory,"Rol, Estrategia",14.79,Japón
533660,Ziggy's Chase,phime studio LLC,"Acción, Aventura, Casual, Indie",3.99,Estados Unidos
335320,Bet On Soldier,Kylotonn,Acción,7.99,España
676450,Double Memory,Tyler Stansfield Jaggers,"Casual, Indie",1.99,Reino Unido
1262240,Plants vs. Zombies™ La Batalla de Neighborville,PopCap,"Acción, Casual, Estrategia",29.99,Reino Unido
367040,InsanZ - Retro Survival Horror,SimplexGameStudio,"Acción, Indie",5.69,España
307880,Savage Lands,Last Bastion Studios LLC,"Acción, Aventura, Indie, Rol, Simuladores",3.99,Estados Unidos
935400,Alchemy Garden,MadSushi Games,"Casual, Indie, Simuladores",12.79,España
1733250,Turbo Kid,Outerminds Inc.,"Acción, Aventura, Indie",19.5,España
1361210,"Warhammer 40,000: Darktide",Fatshark,"Acción, Aventura, Rol",39.99,Reino Unido
698880,Slash/Dots.,Gibier Games,"Acción, Casual, Indie",1.99,España
1402110,Eternights,Studio Sai,"Acción, Casual, Indie, Rol",7.49,India
505070,Secrets of Me,Dogenzaka Lab,Aventura,15.99,Japón
447890,Cat on a Diet,Nawia Games,"Acción, Casual, Indie",4.99,España
345300,Wildlife Creative Studio,Alternative Software Ltd,"Diseño e ilustración, Educación",6.89,Reino Unido
416110,Blitz Breaker,Boncho Games,"Acción, Indie",2.99,España
618310,AFTERGRINDER,Grave Danger Games,"Acción, Indie",2.99,España
688000,Trials of the Thief-Taker,Choice of Games,"Aventura, Indie, Rol",4.99,Reino Unido
489900,Bayla Bunny,EnsenaSoft,Casual,1.59,México
80,Counter-Strike: Condition Zero,Valve,Acción,8.19,Estados Unidos
746840,Chronicles of Magic: Divided Kingdoms,The House of Fables,"Aventura, Casual",1.47,Irlanda
562360,"Planes, Bullets and Vodka",NukGames,"Acción, Casual, Indie",4.99,Chipre
280180,Hover,Midgar Studio,"Acción, Aventura",1.99,España
344960,Jaques Roque,Thomas Schreiter,"Aventura, Casual, Indie",8.99,Alemania
248290,Reach for the Sun,Filament Classic,"Casual, Indie, Simuladores, Estrategia",4.99,Estados Unidos
712980,Rainyday,Stonebay Games,"Aventura, Indie",3.99,Irlanda
690790,DiRT Rally 2.0,Codemasters,"Carreras, Simuladores, Deportes",19.99,Reino Unido
540640,Tales of the Elements,Last BeNeVoLeNcE,"Acción, Aventura, Casual, Indie, Rol",5.69,Suiza
370040,Lilly and Sasha: Nexus of Souls,John Wizard,"Indie, Rol, Estrategia",4.99,España
762830,Telling Lies,Sam Barlow,"Aventura, Indie, Simuladores",4.62,Reino Unido
3604550,Ball Scooping Friends,STP WORKS,"Acción, Casual, Indie",3.99,España
636490,Ka Mate,2645Interactive,"Acción, Aventura, Indie",4.99,México
22670,Alien Breed 3: Descent,Team17 Digital Ltd,Acción,9.99,Reino Unido
791700,Bird Game,Bryan Tabor,"Acción, Aventura, Indie",2.99,Reino Unido
1542170,vissekom,Sokpop Collective,"Casual, Indie, Simuladores",2.99,Reino Unido
527760,Just Hero,Anatoliy Loginovskikh,"Casual, Indie",0.99,Rusia
388360,Shoppy Mart: Steam Edition,Pezomi,"Casual, Indie, Simuladores",1.99,Suiza
306200,The Happy Hereafter,Alawar,"Casual, Estrategia",3.99,Ucrania
492430,Alteric,goonswarm,"Aventura, Indie",3.99,España
495890,Montaro,JCKSLAP,"Casual, Indie",0.99,España
238050,The Apogee Throwback Pack,Apogee Software,Acción,9.99,Estados Unidos
296240,The Promised Land,Boolat Games,"Aventura, Casual, Estrategia",6.99,España
254980,Silent Storm Sentinels,Desconocido,"Acción, Rol, Estrategia",0.0,Desconocido
752700,Abscond,XiNFiNiTY Games,"Acción, Casual, Indie",0.99,Irlanda
386590,Novus Inceptio,McMagic Productions,"Aventura, Indie, Rol, Simuladores, Acceso anticipado",19.5,México
214170,Divine Divinity,Larian Studios,Rol,4.99,Bélgica
656400,Attrition: Tactical Fronts,Cardboard Keep,"Casual, Indie, Simuladores, Estrategia",12.49,España
295250,Stranded,Peter Moorhead,"Aventura, Indie",0.99,Reino Unido
435040,Incredible Dracula: Chasing Love Collector's Edition,New Bridge Games,"Aventura, Casual, Estrategia",9.99,Reino Unido
1453840,Killer: Infected One of Us,DreamTeamGames,"Casual, Indie, Multijugador masivo",6.89,España
761630,akda,Snkl Studio,"Casual, Indie",0.99,España
1023980,V.L.A.D.i.K,Narko Games,"Acción, Aventura, Rol, Acceso anticipado",0.99,España
227280,No Time to Explain,tinyBuild,"Acción, Aventura, Casual, Indie",0.0,Estados Unidos
518800,Lone Leader,SirGoose,"Violencia, Sangrientos, Acción, Aventura, Indie",0.99,España
278570,Labyrinthine Dreams,Solest Games,"Aventura, Casual, Indie",4.99,España
1277500,Skeletal Avenger,10tons Ltd,"Acción, Aventura, Indie, Rol",16.49,Reino Unido
390920,Army of Pixels,Gergely Zsolnay,"Indie, Estrategia",4.99,Hungría
360430,Mafia III: Definitive Edition,Hangar 13,"Acción, Aventura",29.99,Estados Unidos
1808500,ARC Raiders,Embark Studios,Acción,39.99,España
7940,Call of Duty® 4: Modern Warfare® (2007),Infinity Ward,Acción,19.99,Estados Unidos
688630,Nightork Adventures 2 - Legacy of Chaos,Warptear Entertainment,"Acción, Indie, Simuladores",0.0,España
2086850,Guardians of Holme,MossTech Studio,"Aventura, Indie, Estrategia",12.99,Estados Unidos
370300,8-Bit Adventures 1: The Forgotten Journey Remastered Edition,Critical Games,"Aventura, Indie, Rol",9.99,España
220820,Zombie Driver HD,Exor Studios,"Acción, Indie, Carreras",9.99,Suiza
828160,X-Town 3D game,Alek1277,"Acción, Indie",3.99,España
555710,Zolg,Robert Alvarez,"Acción, Aventura, Indie",0.99,México
558260,Gravel,Milestone S.r.l.,"Carreras, Deportes",19.99,Italia
1373550,BloodRayne 2: Terminal Cut,Terminal Reality,"Acción, Aventura, Rol",12.49,Estados Unidos
453740,Spaceman Sparkles 3,tjern,Acción,4.99,Noruega
302160,The Egyptian Prophecy: The Fate of Ramses,MC2,Aventura,4.99,España
621080,Persian Nights: Sands of Wonders,SoDigital,"Aventura, Casual",3.69,España
604040,Legion Tale,Maulidan Games,"Indie, Estrategia",3.99,España
378610,Valley,Blue Isle Studios,"Acción, Aventura, Indie",12.49,Irlanda
602490,Blood Bowl: Death Zone,Cyanide Studio,"Deportes, Estrategia",0.0,España
890500,Love ritual,Xand arts,"Casual, Indie, Simuladores",9.99,España
1584800,Dark Frame,Nimos Games,"Acción, Aventura, Casual, Indie",0.49,España
236850,Europa Universalis IV,Paradox Development Studio,"Simuladores, Estrategia",49.99,RepúblicaCheca
1684100,幻恋の夜宴: ハルーシサノバこいし ~ Halluci-Sabbat of Koishi,ZRIGN 地霊研究院,"Acción, Aventura, Indie, Rol",7.79,Japón
558790,Queen's Quest 2: Stories of Forgotten Past,Brave Giant LTD,"Aventura, Casual",2.95,Reino Unido
327260,Super Life of Pixel,Super Icon Ltd,Indie,8.19,Reino Unido
463350,Storm Of Spears RPG,Warfare Studios,"Acción, Aventura, Indie, Rol",1.99,Irlanda
1176710,Space Crew: Legendary Edition,Runner Duck,"Acción, Aventura, Indie, Simuladores, Estrategia",15.99,Reino Unido
364360,Total War: WARHAMMER,CREATIVE ASSEMBLY,"Acción, Estrategia",59.99,España
9310,"Warhammer® 40,000: Dawn of War® – Winter Assault",Relic Entertainment,Estrategia,0.0,Canadá
503560,911 Operator,Jutsu Games,"Casual, Indie, Simuladores, Estrategia",14.99,España
915230,Zombie Rollerz: Pinball Heroes,Zing Games Inc.,"Acción, Indie",14.99,Panamá
461600,Zipple World 2: The Sweet Chaos,Alternative Dreams Studios,"Acción, Casual, Indie",0.59,México
361790,Winged Sakura: Mindy's Arc 2,WINGED SAKURA GAMES,"Indie, Rol, Estrategia",9.99,Japón
502100,Death's Life,Umbu Games,"Casual, Indie",2.99,Brasil
1434950,HighFleet,Konstantin Koshutin,"Acción, Aventura, Indie, Estrategia",24.99,Rusia
790860,Chocolate makes you happy 3,Blender Games,"Aventura, Casual, Indie, Simuladores, Estrategia",1.99,España
729570,222 Hearts,REMIMORY,"Acción, Casual, Indie",1.99,España
867400,Out of Reach: Treasure Royale,Space Boat Studios,"Acción, Multijugador masivo",12.49,España
269490,Bardbarian,TreeFortress Games,"Acción, Aventura, Casual, Indie, Rol, Estrategia",7.99,España
583950,Artifact,Valve,Estrategia,0.0,Estados Unidos
33600,Broken Sword 2 - Las Fuerzas del Mal: Remasterizado (2010),Revolution Software Ltd,"Aventura, Casual",4.99,Reino Unido
24480,King Arthur II: The Role-Playing Wargame,NeocoreGames,"Rol, Estrategia",9.99,España
864730,Panther VR,Wolfdog Interactive,"Acción, Acceso anticipado",9.75,Canadá
21100,F.E.A.R. 3,Day 1 Studios,Acción,19.99,Estados Unidos
94610,Hector: Episode 2,Telltale,"Acción, Aventura, Casual, Rol",0.0,México
1549180,Propnight,FNTASTIC,"Acción, Aventura, Casual",0.0,España
2351090,Sex Standing,Octo Games,"Acción, Aventura",1.39,España
407300,The Last NightMary - A Lenda do Cabeça de Cuia,Submersivo Game Studio,Indie,3.99,México
228200,Company of Heroes,Relic Entertainment,"Acción, Estrategia",18.49,Canadá
319630,Life is Strange - Episode 1,DONTNOD Entertainment,"Acción, Aventura",0.0,Francia
921710,Galaxy Squad,Kazakov Oleg,Estrategia,0.97,Rusia
1599340,Lost Ark,Smilegate RPG,"Acción, Aventura, Multijugador masivo, Rol, Free to Play",0.0,Corea del Sur
1283400,Steelrising,Spiders,"Acción, Aventura, Rol",4.99,Reino Unido
398680,Ace Of Words,ZeroBit Games,"Casual, Indie",4.99,España
375330,Butsbal,Xtase Studios,"Acción, Indie",0.0,Reino Unido
748130,Sugy the Christmas elf,Game Alchemists,"Aventura, Casual, Indie, Rol, Simuladores",2.99,Irlanda
2100,Dark Messiah of Might & Magic,Arkane Studios,"Acción, Rol",1.24,Estados Unidos
1335830,Len's Island,Flow Studio,"Acción, Aventura, Indie, Rol",24.99,España
632050,The Village,Softwaves,"Acción, Casual, Indie, Estrategia",0.49,España
566880,Henry The Hamster Handler VR,Deathtrap,"Casual, Indie",0.79,España
1623730,Palworld,Pocketpair,"Acción, Aventura, Indie, Rol, Acceso anticipado",28.99,Japón
340270,TIMEframe,Random Seed Games,"Casual, Indie",5.89,España
453660,Rogue Contracts: Syndicate,Go Dark Studios,"Acción, Indie",0.99,España
1566540,New York Rat Simulator,Firebug Games,"Aventura, Casual, Indie, Simuladores, Acceso anticipado",2.99,España
461350,The King's Heroes,Aldorlea Games,"Aventura, Casual, Indie, Rol, Simuladores, Estrategia",9.75,España
2381590,not available,Indiesolodev,"Aventura, Casual, Indie, Simuladores",0.0,México
351300,Ceres,Jötunn Games,"Acción, Indie, Rol, Simuladores, Estrategia",19.5,Islandia
234920,Dyscourse,Owlchemy Labs,"Aventura, Casual, Indie, Simuladores",14.79,Estados Unidos
1227760,Zip! Speedster of Valiant City,Choice of Games,"Acción, Aventura, Indie, Rol",3.99,Reino Unido
431280,tiny & Tall: Gleipnir,tT Studios,"Aventura, Indie",1.49,España
283620,World of Subways 3 – London Underground Circle Line,TML-Studios,"Casual, Indie, Simuladores",0.0,España
348240,Gun Wings,Mercury Stone,"Acción, Casual, Indie",3.99,España
565660,Akihabara - Feel the Rhythm,JMJ Interactive,"Acción, Indie",4.99,Estados Unidos
234710,Poker Night 2,Telltale Games,"Casual, Deportes",0.0,Estados Unidos
1012880,60 Seconds! Reatomized,Robot Gentleman,"Aventura, Casual, Indie, Simuladores, Estrategia",9.75,España
46340,Theatre of War 2: Africa 1943,Fulqrum Publishing,"Simuladores, Estrategia",4.99,España
288730,Redneck Racers,"Play, Silden",Casual,1.99,España
259600,Finding Teddy,Storybird,"Aventura, Indie",0.9,Canadá
108110,Starpoint Gemini,Little Green Men Games,"Rol, Simuladores",13.99,Reino Unido
226960,Ironclad Tactics,Zachtronics,"Casual, Indie, Estrategia",14.79,Estados Unidos
3227760,纸嫁衣6千秋魇,HeartBeat Plus,"Aventura, Casual, Indie, Rol",9.75,España
235540,Warhammer: End Times - Vermintide,Fatshark,"Acción, Indie",28.99,Reino Unido
2012620,FURRY CYBERSEX,Furry Tails,"Casual, Indie",5.69,Reino Unido
812860,Genius Calculator,XiNFiNiTY Games,"Acción, Casual, Indie",0.99,Irlanda
595010,Violet Cycle,Weckr Industries,"Acción, Indie",9.99,Estados Unidos
1054640,The Tower of Worth,Nevertheless Studio,"Acción, Aventura, Indie",6.89,Japón
434260,My Name is Mayo,Green Lava Studios,"Casual, Simuladores",0.99,México
257990,Oozi: Earth Adventure,Awesome Games Studio,"Casual, Indie",1.46,España
684450,Surviving the Aftermath,Iceflake Studios,"Simuladores, Estrategia",29.99,Irlanda
839730,Planum,CONVEY Studios,"Casual, Indie",0.99,México
463100,Liveza: Death of the Earth,Nikita Nefedov,"Aventura, Indie",2.99,Rusia
565860,Tomato Way,Vladislav Castillo Gonzalez,"Acción, Aventura, Casual, Indie, Carreras",3.99,México
1181830,Urtuk: The Desolation,David Kaleta,"Rol, Estrategia",13.79,Canadá
2461450,panomap,Alcedo Games,"Casual, Indie, Estrategia",4.99,España
208580,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,Obsidian Entertainment,Rol,9.75,España
492230,Space Hulk: Tactics,Cyanide Studio,Estrategia,14.99,España
562220,Zup! 2,Quiet River,"Casual, Indie",1.99,Suiza
970960,Rebel Cops,Weappy Studio,Estrategia,9.99,China
678240,Destroyer: Invasion,MFAFB Games LLC,"Acción, Indie",0.99,Estados Unidos
439750,The Lost Heir 2: Forging a Kingdom,Hosted Games,"Indie, Rol",5.89,España
704950,Scarlett's Dungeon,Hard Shark Games,"Acción, Aventura, Indie",4.99,España
460160,The Leisure of Grisaia,Frontwing,"Aventura, Casual",1.79,Países Bajos
962130,Grounded,Obsidian Entertainment,"Acción, Aventura",39.99,España
929430,Mahjong Magic Journey 2,Creobit,Casual,14.79,España
92700,Shadow Harvest: Phantom Ops,Black Lion Studios,Acción,9.99,Reino Unido
388080,Borderless Gaming,AndrewMD5,"Acción, Utilidades",6.89,Estados Unidos
449200,Calcu-Late,Blazing Fanfish,"Aventura, Indie, Rol",0.99,Panamá
505660,The Crystal Nebula,Tristan Hodges,"Acción, Indie",1.99,Reino Unido
18820,Zero Gear,Brian Cronin,"Acción, Indie, Carreras, Deportes",4.99,Estados Unidos
585550,FEMINAZI: The Triggering,hyperboreanGames,"Acción, Casual, Indie, Simuladores",0.99,España
496640,Strange Night,Labory,Indie,0.49,Suiza
318860,Malebolgia,DascuMaru,"Acción, Aventura, Indie",9.99,Japón
270570,Reversion - The Escape (1st Chapter),3f Interactive,"Aventura, Casual, Indie",0.99,España
216210,Secret Files 3,Animation Arts,Aventura,9.99,México
3910,Sid Meier's Civilization® III Complete,Firaxis Games,Estrategia,4.99,Reino Unido
1173010,Flowers Blooming at the End of Summer,MidnightWorks,"Casual, Indie",0.99,España
436140,Empire of the Gods,Lonely Troops,"Casual, Indie",1.04,España
453770,Forgotten Tales: Day of the Dead,Green Sauce Games,"Casual, Indie",9.75,España
207930,Sacred Citadel,Southend,Acción,9.99,Reino Unido
48950,Greed Corp,Vanguard Games,Estrategia,9.99,España
468540,Match More,Logic tree,"Casual, Indie, Acceso anticipado",0.0,Irlanda
203560,Containment: The Zombie Puzzler,Bootsnake Games,"Casual, Indie",4.99,Estados Unidos
416770,SquareCells,Matthew Brown,"Casual, Indie",2.99,Reino Unido
1150090,Learning Factory,Luden.io,"Indie, Simuladores, Estrategia",14.79,España
544920,Darwin Project,Scavengers Studio,"Acción, Indie, Free to Play",0.0,Irlanda
377480,N.E.R.O.: Nothing Ever Remains Obscure,Storm in a Teacup,"Aventura, Indie",4.99,Reino Unido
368500,Assassin's Creed® Syndicate,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios","Acción, Aventura",9.99,Canadá
315550,Taxi,Excalibur,"Indie, Simuladores",4.99,Suiza
40100,Supreme Commander 2,Gas Powered Games,Estrategia,12.99,Canadá
267980,Hostile Waters: Antaeus Rising,Rage Software,Estrategia,2.99,España
231140,Cities XL Platinum,Focus Entertainment,Simuladores,9.99,España
866510,!AnyWay!,EYEFRONT,"Aventura, Casual, Indie",1.79,Suiza
896030,Fortissimo FA INTL Ver,La’cryma,"Aventura, Indie, Simuladores",9.75,Suiza
393080,Call of Duty®: Modern Warfare® Remastered (2017),Raven Software,Acción,39.99,Estados Unidos
636150,Cyberhunt,NukGames,"Acción, Aventura, Casual, Indie",0.49,Chipre
754120,Ninja Stealth 3,SC Jogos,"Casual, Indie, Estrategia",0.49,Brasil
567680,The Pasture,Mikhail Maksimov,"Desnudos, Casual, Indie, Simuladores",0.99,Rusia
720660,Overloop,Charge Games,"Acción, Aventura, Indie",9.99,España
282070,This War of Mine,11 bit studios,"Aventura, Indie, Simuladores",18.99,RepúblicaCheca
614140,Illusoria,Under The Bridge,"Aventura, Indie",0.79,Estados Unidos
1569550,Dread X Collection 4: The Hunt,DreadXP,"Acción, Aventura",8.19,España
453780,Secrets of Magic: The Book of Spells,Green Sauce Games,"Casual, Indie",9.75,España
453100,Frederic: Resurrection of Music Director's Cut,Forever Entertainment S. A.,"Acción, Casual, Indie",5.99,Reino Unido
343390,Elementary My Dear Majesty!,Alawar Dreamdale,Casual,1.99,Alemania
366060,Teddy Terror,Rage Monster Games,"Acción, Aventura, Indie, Rol, Acceso anticipado",4.99,España
582370,Snowflake's Chance,CarlMorganArt,"Acción, Aventura, Indie",2.39,España
2595860,Hitler is my crush,DarkLight Studio,"Acción, Aventura, Casual, Indie",0.99,España
473810,Killbot,nobodyshot,"Acción, Aventura, Indie, Multijugador masivo, Simuladores",0.99,México
1861970,Señor Peludo,Red Six Development,"Acción, Aventura, Casual, Indie, Multijugador masivo, Rol, Simuladores",0.99,Estados Unidos
735680,Forgotten Light,Luke Cripps,"Aventura, Indie, Rol",0.99,Reino Unido
371180,Super 3-D Noah's Ark,"Wisdom Tree, Inc.",Acción,3.9,Estados Unidos
444280,Alice's Patchwork,Creobit,"Casual, Estrategia",9.75,España
368970,Haywire on Fuel Station Zeta,Mad Goblin Games,"Aventura, Indie",3.99,España
382050,Eon Altar,Flying Helmet Games,"Acción, Aventura, Indie, Rol",0.0,Irlanda
574190,VR Snowballs,Zabuza Labs,Casual,4.99,Japón
